"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
5237,"bitch. I WAS A PRETTY GIRL!!!!!!!!!!!!!!!","bitch i was a pretty girl","0",0,0,0,41,1,5,16,0,6,6,0,1,1,1,1,1,1,0,1,1,1,-4,0,1,2
5238,"bitch. You told me all that. LOL","bitch you told me all that lol","0",0,0,0,32,1,2,2,0,7,7,0,1,0,1,1,0,1,0,0,1,0,-2,1,0,1
5239,"bitch... lol jk","bitch lol jk","1",0,0,0,15,1,0,3,0,3,3,0,1,0,1,1,0,1,0,0,1,0,-2,2,0,0
5240,"BITCH...you got a working Zune  and I don't like it! Yea you got one...BUT IT AINT ENUFF!","bitchyou got a working zune and i dont like it yea you got onebut it aint enuff","1",0,0,0,89,0.941176470588235,8,9,0,15,17,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3
5241,"bleezard! hate our local news: ""top story: snow... in other news: snow... and hey  snow!"" they live for this shiz","bleezard hate our local news top story snow in other news snow and hey snow they live for this shiz","0",0,0,0,113,0.9,0,13,1,17,20,0,1,1,1,1,0,1,0,1,1,1,-1,3,3,6
5242,"blocked. What a fucking load of old shit.","blocked what a fucking load of old shit","1",0,0,0,41,1,1,2,1,8,8,0,1,0,1,0,0,0,0,0,1,0,-9,1,1,3
5243,"BofA sucks! I closed my acct with them on Friday after 4 grueling years of horrible cust service.","bofa sucks i closed my acct with them on friday after grueling years of horrible cust service","0",0,0,0,97,1,3,2,0,17,17,1,1,0,1,1,0,0,0,0,1,0,-6,2,1,6
5244,"bollocks fuck tits wank cunty cunter.......there you go now I'm worse than you....should buy you a few more naughty words....","bollocks fuck tits wank cunty cunterthere you go now im worse than youshould buy you a few more naughty words","0",0,0,0,125,0.95,1,16,3,19,20,0,1,0,0,1,0,1,0,0,3,0,-9,4,3,5
5245,"Boo  to be fair they shouldn't give away your room. Kick their ass!","boo to be fair they shouldnt give away your room kick their ass","1",0,0,0,67,1,2,3,0,13,13,0,1,0,0,0,0,0,0,0,3,1,-2,3,1,2
5246,"boo that sucks. Mine was quiet for hours.","boo that sucks mine was quiet for hours","0",0,0,0,41,1,1,2,0,8,8,0,0,0,0,0,0,1,0,0,1,1,-3,1,1,2
5247,"Booding. If you're feeling less emo  don't forget Sobranie Cocktail: http://bit.ly/vOYu Took some of those to a festival once...","booding if youre feeling less emo dont forget sobranie cocktail took some of those to a festival once","0",0,0,0,128,1,5,12,0,18,18,0,1,2,1,1,2,1,2,1,2,2,0,4,2,3
5248,"Books do kick ass!","books do kick ass","0",0,0,0,18,1,1,1,0,4,4,0,1,0,0,0,0,0,0,0,2,0,-4,1,0,2
5249,"both  think I liked the first one better. They both beat Harry Potter though  that damn rubbish.","both think i liked the first one better they both beat harry potter though that damn rubbish","1",0,0,0,96,0.941176470588235,4,2,0,16,17,0,2,0,2,0,0,1,0,0,3,0,0,2,2,4
5250,"BOTH ARGHH!!!! I'm gonna nap cuz I'm emo right now.","both arghh im gonna nap cuz im emo right now","0",0,0,0,51,0.9,4,7,0,9,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
5251,"bout to cut this bus driver. smug late ass bastard","bout to cut this bus driver smug late ass bastard","0",0,0,0,50,1,0,1,2,10,10,0,1,0,1,0,0,2,0,0,5,0,-10,1,2,5
5252,"bread!!!! and not enuf eggs so fuck it aha","bread and not enuf eggs so fuck it aha","0",0,0,0,42,1,0,4,1,9,9,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,2
5253,"Breaking Dawn was a little too freak show for me.  I wish the story had taken a different turn after the wedding.","breaking dawn was a little too freak show for me i wish the story had taken a different turn after the wedding","0",0,0,0,113,0.909090909090909,3,2,0,20,22,0,0,1,0,0,1,0,1,2,0,1,1,2,3,6
5254,"briefs are oh so sexy. Boxers are too loser and unattractive and tightywhities are like panties!!lol just my 2 cents","briefs are oh so sexy boxers are too loser and unattractive and tightywhities are like pantieslol just my cents","0",0,0,0,116,0.85,1,3,0,16,19,1,0,0,1,0,0,1,0,0,1,0,2,0,3,5
5255,"brings a tear to my eye.... work it J Fat.","brings a tear to my eye work it j fat","0",0,0,0,42,1,2,5,0,10,10,0,0,0,1,0,0,1,0,0,1,0,0,2,0,3
5256,"bro u haven't seen School of Rock??? that movie is royal ass kicker. Another one of Jack Black's awesomes. seen Be Kind Rewind?","bro u havent seen school of rock that movie is royal ass kicker another one of jack blacks awesomes seen be kind rewind","0",0,0,0,127,0.91304347826087,8,8,1,21,23,0,0,0,0,0,1,0,0,2,1,2,-2,4,1,9
5257,"broke freezing my ass off with -1 temps & ice lol.  Ross","broke freezing my ass off with temps ice lol ross","0",0,0,0,56,1,1,3,1,10,10,1,0,0,0,1,0,1,0,0,3,0,-2,2,0,4
5258,"Brutal...I hate when you pick the wrong day to drive....","brutali hate when you pick the wrong day to drive","0",0,0,0,56,1,2,7,0,10,10,0,1,0,1,1,0,1,0,0,2,1,-5,3,1,1
5259,"btw -  quick disclaimer  in general I hate 90% of the ""believers"" I have met.. especially christards.","btw quick disclaimer in general i hate of the believers i have met especially christards","0",0,0,0,101,0.941176470588235,2,7,0,14,15,1,1,0,1,1,0,1,0,1,1,1,-3,2,2,3
5260,"Btw  have you seen School Rumble? It's fucking silly and stupid  but awesomely hilarious. I'm half-way through the first season.","btw have you seen school rumble its fucking silly and stupid but awesomely hilarious im halfway through the first season","0",0,0,0,128,1,5,6,1,20,20,0,0,0,0,0,2,0,1,1,3,1,-5,2,3,3
5261,"btw  i so do not hate you. ):","btw i so do not hate you","0",0,0,0,29,1,0,3,0,7,7,0,1,0,1,1,0,1,0,0,1,0,-3,2,0,0
5262,"BTW  that sucks.","btw that sucks","0",0,0,0,16,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-3,1,0,1
5263,"BTW  when are you going to let Alice eat more than a fucking strawberry?","btw when are you going to let alice eat more than a fucking strawberry","0",0,0,0,72,1,2,1,1,14,14,0,0,0,0,0,0,0,0,0,0,1,-4,3,1,3
5264,"BTW Gort is the fucking doomsday robot - and still manages to have greater range than Mister Reeves.","btw gort is the fucking doomsday robot and still manages to have greater range than mister reeves","0",0,0,0,100,1,4,2,1,17,17,0,1,1,1,1,0,1,0,0,1,1,-1,2,2,5
5265,"btw i saw your gift last night. You are going to freak out.","btw i saw your gift last night you are going to freak out","0",0,0,0,59,1,1,2,0,13,13,0,0,1,0,0,1,0,1,0,0,1,2,3,1,2
5266,"btw sir you are a ASS ty nuf said","btw sir you are a ass ty nuf said","1",0,0,0,33,1,1,0,0,9,9,0,0,0,0,0,0,0,0,1,1,1,-4,1,0,2
5267,"btw you rock for the damn near 18 hours of wrestling you sent to my house","btw you rock for the damn near hours of wrestling you sent to my house","0",0,0,0,73,0.9375,0,0,0,14,15,1,1,0,1,0,0,0,0,0,2,1,-4,3,0,3
5268,"Buffalo sucks. JK. Congradulations!","buffalo sucks jk congradulations","0",0,0,0,35,1,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,2
5269,"burger in each hand? Wut a fat ass!! Lol","burger in each hand wut a fat ass lol","1",0,0,0,40,1,2,3,0,9,9,0,0,0,1,0,0,1,0,0,2,0,-1,0,0,4
5270,"burned thru 2-II's  3IIn's  working on 4III's You read too many of those damn magazines. Never had problems unless THROWN to ground","burned thru iis iins working on s you read too many of those damn magazines never had problems unless thrown to ground","0",0,0,0,131,1,4,5,0,22,22,1,1,0,1,0,0,0,0,1,1,1,-6,5,2,4
5271,"burritoville is dead? What the fuck?!","burritoville is dead what the fuck","1",0,0,0,37,1,1,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,-7,0,1,2
5272,"but @streko said i need to be more of a dick  so  here it goes: Stop tweeting so much! Gosh!! (ducks)","but streko said i need to be more of a dick so here it goes stop tweeting so much gosh ducks","0",0,1,0,101,0.952380952380952,2,7,1,20,21,0,0,0,0,0,0,0,0,0,0,0,-5,5,2,4
5273,"But a lovely nerd indeed.","but a lovely nerd indeed","0",0,0,0,25,1,1,1,0,5,5,0,0,1,0,0,1,1,1,1,0,1,3,0,1,1
5274,"But Clerks 2 said it was ok to go ass to mouth.  Why would Kevin Smith Lie to me?","but clerks said it was ok to go ass to mouth why would kevin smith lie to me","0",0,0,0,81,0.894736842105263,6,2,1,16,18,1,1,0,1,0,0,1,1,1,2,0,-4,3,2,4
5275,"but dad sleep fail whale?","but dad sleep fail whale","0",0,0,0,25,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,3
5276,"but damn  dropping ice cream on your CHEST??? what an awesome visual.","but damn dropping ice cream on your chest what an awesome visual","0",0,0,0,69,1,1,4,0,12,12,0,1,1,1,0,1,0,1,0,1,1,0,1,1,4
5277,"but damn I look good on it.","but damn i look good on it","0",0,0,0,27,1,1,1,0,7,7,0,1,1,1,0,1,0,1,1,1,1,-1,1,1,0
5278,"But half the charm is in the eyes! I don't think I could fuck a man with only one  especially on his forehead.","but half the charm is in the eyes i dont think i could fuck a man with only one especially on his forehead","0",0,0,0,110,0.91304347826087,3,3,1,21,23,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,4
5279,"But i agree that Walmart sucks :)","but i agree that walmart sucks","0",0,0,0,33,1,2,2,0,6,6,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,2
5280,"but i thought every dude was a douchebag trying to fuck a pair of tits. way to not be. lame.","but i thought every dude was a douchebag trying to fuck a pair of tits way to not be lame","0",0,0,0,92,0.9,0,3,1,18,20,0,0,1,0,0,0,0,0,0,0,0,-11,3,1,4
5281,"but its a-fucking-dorable  look at the bugger.","but its afuckingdorable look at the bugger","0",0,0,0,46,1,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5282,"But of course! I saw the work @youthassets is doing on the ground. Great woman running that org! And a damn good driver too. ;-)","but of course i saw the work youthassets is doing on the ground great woman running that org and a damn good driver too","0",0,1,0,128,0.96,4,8,0,23,24,0,1,1,1,0,1,0,1,2,1,1,2,4,2,5
5283,"But overall I just find the Mac UI more streamlined and intuitive. Still  I don't love everything they do. They piss me off a lot.","but overall i just find the mac ui more streamlined and intuitive still i dont love everything they do they piss me off a lot","0",0,0,0,130,0.96,7,4,0,23,25,0,0,0,0,0,1,0,0,0,0,2,-1,3,2,2
5284,"but shotgun approach is spam and will make people hate you. Something like kzero.co.uk (but non VW) consultancy to help maybe?","but shotgun approach is spam and will make people hate you something like kzerocouk but non vw consultancy to help maybe","0",0,0,0,126,1,2,6,0,20,21,0,1,0,1,1,0,1,0,0,1,0,-1,3,1,6
5285,"But snow is awesome! It's the temperature which supports snow that I grow to hate.","but snow is awesome its the temperature which supports snow that i grow to hate","0",0,0,0,82,0.933333333333333,3,3,0,14,15,0,1,1,1,1,1,1,0,1,1,1,3,3,1,3
5286,"But surely  i need to improve on the digestive front. Ain't any fat panda :P","but surely i need to improve on the digestive front aint any fat panda p","1",0,0,0,76,1,3,3,0,15,15,0,0,1,1,0,1,1,0,1,1,1,2,3,2,3
5287,"but then don't all your tweet show up on your FB status?  I tweet 2 much & it would piss off my FB friends.","but then dont all your tweet show up on your fb status i tweet much it would piss off my fb friends","0",0,0,0,107,0.875,3,4,0,19,22,1,0,0,0,0,0,0,0,1,0,1,-4,3,1,5
5288,"but they love me for it. none of them giggle. its a love/hate thing they got goin with me =)","but they love me for it none of them giggle its a lovehate thing they got goin with me","1",0,0,0,92,0.9,0,4,0,17,19,0,0,0,0,0,2,0,0,0,0,2,3,3,0,3
5289,"but u have to process the milk in some fashion to cut the fat content in half","but u have to process the milk in some fashion to cut the fat content in half","0",0,0,0,77,0.823529411764706,0,0,0,14,17,0,0,0,1,0,1,1,0,1,1,1,-1,3,1,4
5290,"but we did that yesterday. or tomorrow? fuck  is confusing being from the futr.","but we did that yesterday or tomorrow fuck is confusing being from the futr","0",0,0,0,79,1,0,3,1,14,14,0,0,1,0,0,0,0,0,0,0,0,-6,1,1,4
5291,"but worth the cost and pain in the ass when you see all your boston pals... right?","but worth the cost and pain in the ass when you see all your boston pals right","0",0,0,0,82,0.941176470588235,0,4,1,16,17,0,0,0,0,1,0,1,0,0,2,1,-4,1,1,5
5292,"but you know what i hate ? the comments that are anonymous that i can't figure out who they are.","but you know what i hate the comments that are anonymous that i cant figure out who they are","1",0,0,0,96,0.9,0,3,0,16,19,0,1,0,1,1,0,1,0,0,2,0,-3,3,1,1
5293,"but...but...to hate them is sin!!! just give me the ones you get angry with...i'll take care of them! hahaha","butbutto hate them is sin just give me the ones you get angry withill take care of them hahaha","1",0,0,0,108,1,0,14,0,18,19,0,3,0,3,2,0,2,0,0,3,0,-1,3,1,5
5294,"bwahahaha  I just said ""yes I'm leavin and ya'll can kiss my ass"". They thought I was joking (I was... sorta)","bwahahaha i just said yes im leavin and yall can kiss my ass they thought i was joking i was sorta","0",0,0,0,109,0.952380952380952,5,10,0,18,21,0,0,2,0,0,1,0,1,0,1,2,-1,5,0,1
5295,"BWahahahahah!!! Now you know why I had to take extensions on my damn documentation projects!! Stupid Twitter! *kicks his gf's pc*","bwahahahahah now you know why i had to take extensions on my damn documentation projects stupid twitter kicks his gfs pc","0",0,0,0,129,1,5,9,0,21,21,0,1,0,1,0,0,0,0,0,2,0,-6,3,1,8
5296,"c'mere and fuck me already... I need it","cmere and fuck me already i need it","0",0,0,0,39,1,1,4,1,8,8,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,1
5297,"C'mon let's hear it. Do you know that pig is still alive. They were told it would stay small  it is 160 lbs now. Very loved.","cmon lets hear it do you know that pig is still alive they were told it would stay small it is lbs now very loved","0",0,0,0,124,0.923076923076923,4,6,0,22,25,1,0,1,1,0,1,0,0,1,2,1,4,6,2,2
5298,"CAAAAARRRRBBBS & FAT - yum  thanks for sharing ;)","c s fat yum thanks for sharing","0",0,0,0,49,1,2,4,0,7,7,0,0,0,1,0,0,1,0,0,1,0,2,1,1,3
5299,"CALIFORNICATION is about fucking  and how awesome it is to be David Duchovny and fuck hot young girls. Which is probably true.","californication is about fucking and how awesome it is to be david duchovny and fuck hot young girls which is probably true","0",0,0,0,126,0.863636363636364,4,2,2,19,22,0,1,1,0,0,1,0,1,0,0,1,-4,4,5,2
5300,"Called in gay? LMAO!","called in gay lmao","1",0,0,0,20,1,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2
5301,"calm the fuck down boo..lmao","calm the fuck down boolmao","0",0,0,0,28,1,0,2,1,5,5,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,2
5302,"Can't hear that blip  still in this damn line. BTW  if Malicious isn't already taken  let's start a band.","cant hear that blip still in this damn line btw if malicious isnt already taken lets start a band","0",0,0,0,105,1,3,5,0,19,19,0,2,1,2,1,0,1,0,0,2,0,-4,3,1,6
5303,"can't u take a sick day? fuck him...Ill watch Jordan if u need me too. I don't work tomorrow","cant u take a sick day fuck himill watch jordan if u need me too i dont work tomorrow","0",0,0,0,92,0.947368421052632,3,7,1,18,19,0,0,2,1,1,0,1,0,0,1,0,-6,5,2,3
5304,"can't you wind the flash levels down? I hate flash  I'd rip the things off if I could...","cant you wind the flash levels down i hate flash id rip the things off if i could","0",0,0,0,88,0.833333333333333,3,6,0,15,18,0,1,0,1,1,0,1,0,0,1,0,-3,2,1,6
5305,"can i get a good night  damn!","can i get a good night damn","0",0,0,0,29,1,0,1,0,7,7,0,1,1,1,0,1,0,1,1,1,1,-1,1,1,2
5306,"can i have a monkey fuck?","can i have a monkey fuck","0",0,0,0,25,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,-4,1,0,2
5307,"can I have some?  pizza in NC sucks :)","can i have some pizza in nc sucks","1",0,0,0,38,1,2,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,-3,1,1,2
5308,"Can I just go one day without seeing flaccid black cock  please?","can i just go one day without seeing flaccid black cock please","0",0,0,0,64,1,2,1,1,12,12,0,0,0,0,0,0,2,0,0,2,0,-4,2,1,2
5309,"Can I just tell you how many times I was called that as a (fat) kid? You may call me Kenny. Please!","can i just tell you how many times i was called that as a fat kid you may call me kenny please","0",0,0,0,99,0.954545454545455,6,5,0,20,22,0,0,0,1,0,0,1,0,0,1,0,1,4,1,3
5310,"can only handle so much pussy control...and the doves make me cry","can only handle so much pussy controland the doves make me cry","0",0,0,0,65,1,0,3,1,12,12,0,0,0,0,0,0,1,0,0,1,0,-1,4,1,2
5311,"can u please make sure you fed the damn thing too... hehehe","can u please make sure you fed the damn thing too hehehe","0",0,0,0,59,1,0,3,0,12,12,0,1,0,1,0,0,0,0,0,1,0,-3,2,1,2
5312,"Can you believe we had another suburb wide Blackout - damn Christmas Lights!   Johnny Walker Blue Label by Candle light","can you believe we had another suburb wide blackout damn christmas lights johnny walker blue label by candle light","0",0,0,0,119,1,9,2,0,19,19,0,1,0,1,0,0,1,0,1,1,0,-4,2,2,6
5313,"can you help clue me in on how to connect all facebook etc? thanks for coming last nite hope you didnt hate it lol","can you help clue me in on how to connect all facebook etc thanks for coming last nite hope you didnt hate it lol","1",0,0,0,114,0.958333333333333,0,1,0,23,24,0,1,3,1,1,1,1,1,1,1,1,6,5,2,3
5314,"Can you imagine having that job? I would hate having to stand there & listen to folks pee. Seriously - not a great job.","can you imagine having that job i would hate having to stand there listen to folks pee seriously not a great job","0",0,0,0,119,0.916666666666667,3,5,0,19,22,0,1,0,1,1,0,1,0,0,1,1,0,6,1,4
5315,"can you let it drag you like a retard?","can you let it drag you like a retard","0",0,0,0,38,0.888888888888889,0,1,0,8,9,0,0,0,1,1,0,1,0,0,1,0,-1,2,0,1
5316,"can you please make me a dance your ass off video? Kthxbye.","can you please make me a dance your ass off video kthxbye","0",0,0,0,59,1,1,2,1,12,12,0,0,0,0,0,1,0,0,1,1,1,-3,2,0,3
5317,"can you tell loser tudds to turn his fucking phone on...","can you tell loser tudds to turn his fucking phone on","1",0,0,0,56,1,0,3,1,11,11,0,0,0,0,0,0,0,0,0,0,0,-7,3,1,2
5318,"canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif","canadians always make me think shut your fucking face uncle fucker","1",0,0,0,118,1,0,9,1,11,11,0,0,0,0,0,0,0,0,0,0,0,-8,3,0,4
5319,"Cane?!? Really?? Oh my...that's so awesome! ;-) Poor Jaye!  That really sucks.... stupid internet!!","cane really oh mythats so awesome poor jaye that really sucks stupid internet","0",0,0,0,99,1,6,20,0,12,13,0,1,0,0,1,0,0,0,0,1,0,-3,1,3,4
5320,"cant wait to get FUCKED THE FUCK UP","cant wait to get fucked the fuck up","1",0,0,0,35,1,4,0,0,8,8,0,0,1,0,0,0,0,0,0,1,0,-8,2,0,2
5321,"Captain Jean Luc Pic-card of the USS Enter-prize  Captain Jean Luc Pic-Y'KNOW WHAT? FUCK YOU  TEMPLESMITH!","captain jean luc piccard of the uss enterprize captain jean luc picyknow what fuck you templesmith","1",0,0,0,106,0.8125,16,6,0,13,16,0,0,0,0,0,0,0,0,0,0,1,-4,3,2,5
5322,"careful  soy joy will give you bitch tits!","careful soy joy will give you bitch tits","1",0,0,0,42,1,0,1,1,8,8,0,1,0,1,1,1,1,0,0,1,2,-2,1,1,3
5323,"careful with that excess student loan money -- down the road  it bites you in the ass. Love  an ass-bitten college grad.","careful with that excess student loan money down the road it bites you in the ass love an assbitten college grad","0",0,0,0,120,0.954545454545455,1,5,0,20,21,0,1,1,0,0,2,0,1,1,2,3,1,2,2,8
